제목,내용,댓글,작성일자,URL
코스닥 회사 로드뷰 탐방 1탄,"2022.05.07 기준 시가총액 높은순서 1 이미지 순서 ON에코프로비엠시가총액 114,254억(2022.05.07)2 이미지 순서 ON셀트리온헬스케어시가총액 94,876억3 이미지 순서 ON엘엔에프시가총액 80,123억4 이미지 순서 ON카카오게임즈 (건물 중 14층)시가총액 45,057억5 이미지 순서 ON펄어비스시가총액 41,256억6 이미지 순서 ON셀트리온제약시가총액 32,527억HLB시가총액 31,930억로드뷰 없음7 이미지 순서 ON천보시가총액 27,620억8 이미지 순서 ONCJ ENM시가총액 26,797억9 이미지 순서 ON리노공업시가총액 26,110억",ㅇㅇ (2022.05.07 11:15:10): 역시 리노가 근본기업답네|ㅇㅇ (2022.05.07 11:16:57): 리노 씹근본 영업이익으로 개쳐바르는 회사가 일단은 떼깔이 좋다|ㅇㅇ (2022.05.07 11:17:52): 리노가 근본이지 ㅋㅋ - dc App|ㅇㅇ (2022.05.07 11:19:18): 건물만 봐도 거품인 기업들이 보인다|252670 (2022.05.07 11:19:52): 그래도 최상위종목들이라 대부분 ㅅㅌㅊ네  - dc App|ㅇㅇ (2022.05.07 11:20:40): 리노같은 회사를 골라야하는데 차트보면 엄청 꾸준히 우상향했네|ㅇㄷ (2022.05.07 11:23:12): '생건'할까봐 무섭자너 ㅋㅋㅋㅋㅋㅋㅋㅋ  - dc App|00 (2022.05.07 14:22:42): 리노는 건물만 봐도 믿음이 거네|록펠러 (2022.05.07 17:50:37): ㄹㅇ ㅋㅋㅋㅋㅋㅋ|ㅇㅇ (2022.05.07 15:09:29): 믿음가는 건물이 없네 펄이 부지 넓었다면 볼만했을건데 건물로드뷰는 다 망이다|ㅇㅇ (2022.05.07 16:17:41): 로드뷰 없음 ㅅㅂ ㅋㅋ|ㅇㅇ (2022.05.07 16:35:58): 천보야..|ㅇㅇ (2022.05.07 18:28:53): 리노 말곤 시발 ㅋㅋ|ㅇㅇ (2022.05.07 18:46:58): 리노공업 머하는회사야  알려죵  - dc App|ㅇㅇ (2022.05.07 18:49:55): 여기새끼들 리노타령하는거보니 고점이네,2022-05-07 11:14:08,https://gall.dcinside.com/mgallery/board/view/?id=kospi&no=2028729&exception_mode=recommend&search_pos=-2024423&s_type=search_subject_memo&s_keyword=%EC%BD%94%EC%8A%A4%EB%8B%A5&page=1
코갤 고닉 추천종목의 전체 통계는 다음과 같습니다,고닉추천 전종목 누적평균 1.54% (2022. 04. 26 대비)코스피 누적평균 0.88% (2022. 04. 26 대비)코스닥 누적평균 0.86% (2022. 04. 26 대비)추천종목 전일대비 평균 0.78%코스피 전일대비 평균 -0.26%코스닥 전일대비 평균 0.64%코스피갤의 자존심을 고닉이 지키고 있습니다5월의 시작이 좋습니다 월말에도 다들 좋은 성과 있길 바랍니다,내글보면상한가 (2022.05.03 21:16:14): 고닉etf 출시가 시급하다|코스피갤추천주식현황 (2022.05.03 21:18:33): 고양이를 국회로|파라콰트 (2022.05.03 21:16:20): 버스충 헤지는 코갤 엄선 종목으로!|ㅇㅇ (2022.05.03 21:16:57): 오스템 펄어비스는 제외하죠|코스피갤추천주식현황 (2022.05.03 21:18:00): 두개를 제외했을때 전체수익률은 2.58%이나... 대신 많이 오른 종목도 있으니 하하|investing (2022.05.03 21:17:24): 휴림 때문에 1.45나 되는건가 ㄷㄷ|investing (2022.05.03 21:17:37): 1.54구나|코스피갤추천주식현황 (2022.05.03 21:18:23): 휴림을 제외하면 0.14%로 매우낮습니다|신입 (2022.05.03 21:17:59): 시장대비 아웃퍼폼 가치투자여고생두뇌집단 큐ㅠㅠㅠㅠㅠㅠㅠㅠ|코스피갤추천주식현황 (2022.05.03 21:24:46): 인버스말고 추천종목으로 헷지 출발 큐ㅠ  - dc App|아아 (2022.05.03 21:39:52): 시그네틱스 신청함다|코스피갤추천주식현황 (2022.05.03 22:45:48): 글30개 채워오세양|ㅇㅇ (2022.05.03 22:43:57): 유동도 추천종목받아서 고닉 vs 유동 구도로 수익율비교가죠  - dc App|코스피갤추천주식현황 (2022.05.03 22:45:42): 유동은 한 사람이 여러개 할수도있고 넘 많아서 ㅎㅎ  불만많은것도 유동이고 그래서 안되여 ㅎㅎ|ㅇㅇ (2022.05.04 12:19:02): 결론 : 리빙이 빼고 다 병신|단타보이 (2022.05.06 11:41:04): GKL 하이트진로 신규 추천|코스피갤추천주식현황 (2022.05.09 03:53:39): 한전을 빼시던지 하나만 넣으셔야합니당  - dc App,2022-05-03 21:15:24,https://gall.dcinside.com/mgallery/board/view/?id=kospi&no=2019068&exception_mode=recommend&search_pos=-2014423&s_type=search_subject_memo&s_keyword=%EC%BD%94%EC%8A%A4%EB%8B%A5&page=1
코스피갤러리 종목추천 현황(4월 결산),4월 누적 수익률 결산이 끝났습니다!사진은 2022.04.29의 종가이며 수익률은 실시간으로 적용됩니다추천종목 제외 역시 댓글로 받으며 기업분석완료 시트로 이동하겠습니다(되도록 단타가 아닌 월간격으로 가져갈 종목을 추천해주시면 감사하겠습니다)제외나 연장 요청이 없을 경우 6개월 후 자동으로 기업분석완료 시트로 이동됩니다※ 중복 종목은 제외됩니다 ※ 해외주식(미국)도 가능합니다※ 실제로 매수한 종목이나 수익이 날거라고 생각하는 종목을 추천해주세요※ 코스피갤러리에서 글 30회 이상 고닉만신청가능※ 댓글에서 종목 추천 받습니다↘실시간 확인은 여기서https://docs.google.com/spreadsheets/d/1JlLP1hhI0lOQFPODymyE1HHKst55zfallwcaqZPzwP0/edit#gid=0코스피갤 부매니저 청개구리페페쟝이 1등 리빙데드캣바운스의 상품반려의사로 2등 반대매매쟝 에게 치킨을 수여했습니다3등은 WhitefieldSXL입니다오스템임플란트와 펄어비스를 제외할 경우 코스피갤러리 추천종목의 누적수익은 1.72%로동기간 코스피 누적 0.72%와 코스닥 누적 0.20%를 크게 앞섰습니다딥노이드와 펄어비스를 포함한 경우에도 0.78%로 역시 시장수익률을 앞섰습니다,주식하는멋진형 (2022.04.29 16:41:02): 이런 수고를 하는 글쓴이는 뭐 받음?|코스피갤추천주식현황 (2022.04.29 16:51:17): 구글스프레드 사용법? ;ㅅ;  - dc App|비슈민 (2022.04.29 16:42:37): 공매도 종목추천이었습니돠 훠훠..^^|코스피갤추천주식현황 (2022.04.29 16:50:38): 단일종목 1위 평균2위에 빛나는 코갤러이십니나  - dc App|Suck (2022.04.29 18:09:10): 상승장이라 평단 높게 시작하네 쉣|코스피갤추천주식현황 (2022.04.30 08:28:25): 수여식이라면 몰?루입니당,2022-04-29 16:22:40,https://gall.dcinside.com/mgallery/board/view/?id=kospi&no=2009844&exception_mode=recommend&search_pos=-2004423&s_type=search_subject_memo&s_keyword=%EC%BD%94%EC%8A%A4%EB%8B%A5&page=1
검수완박 통과됐으니 횡령 배임 죤나할듯,최소한 코스닥 잡주들은 관싱종목에서 빼자,"ㅇㅇ (2022.04.27 11:30:13): 그건 공수처가 할일이고 애초에 검사가 하던 수사권을 다른 선진국처럼 경찰이 하게되는건데 뭐가 문제임?|ㅇㅇ (2022.04.27 11:36:06): 이새끼 대가리 속 다른 선진국 = 중국|ㅇㅇ (2022.04.27 11:41:53): 지금 경찰이 얼마나 썩어 있는지 경험을 못 해봤구만|팔라딘 (2022.04.27 11:49:54): 아휴 이런 병신 새끼 혹은 조선족새끼|ㅇㅇ (2022.04.27 11:51:23): ㄴ 미국, 유럽얘기하는데 언제부터 중국이 선진국임? 다들 대가리 비었냐??? 중국을 선진국으로 추켜세우는 조선족 빨갱이 새기들인가|ㅇㅇ (2022.04.27 11:58:06): 나 검머왼데 미국 어디가 그렇게함?|ㅇㅇ (2022.04.27 12:07:19): 미친새낀거|ㅇㅇ (2022.04.27 12:18:55): 병신새끼인가? 코스닥잡주 횡령 이야기하는데 공직자잡는 공수처가 왜나옴?|ㅇㅇ (2022.04.27 12:25:11): ㄴ 공수완박이 금융수사만 해당되냐? 빡대가리야? 초등학교 졸업은 했냐?|ㅇㅇ (2022.04.27 12:38:26): 쳐발리니까 검수완박에서 공수완박이지랄이네ㅋㅋㅋ 공수처법이나 읽어보고와라 저학려저능.아새끼얔ㅋ 너 학벌 서성한미만이면 쳐기어오르지마라 좃버러지 저 능아새끼야|ㅇㅇ (2022.04.27 12:39:07): 고위공직자는 금융위반 안한다는 저1능아스러운 발상ㅋㅋㅋㅋ|ㅇㅇ (2022.04.27 12:40:00): ㄴ 니 대가리에는 직급 낮은 공무원 쉐키들이 인허가 조작 눈감아주고 그래서 공수처는 해당없음 ㅇㅈㄹ인거지?|ㅇㅇ (2022.04.27 12:42:03): ㄴ애미창녀새끼야 '고위'공직자수사처인데 뭔 직급낮은 공무원이냐 ㄹㅇ 저학력새끼답네ㅋㅋㅋ|ㅇㅇ (2022.04.27 12:44:06): 118 235 이새끼는 공직자가 본문글 코스닥 횡령 배임의 주체가 가능하다고 생각하는 정박아새끼인듯ㅋㅋ  아따 공직자가 기업회장 겸직이 가능하당게요|ㅇㅇ (2022.04.27 12:59:00): ㄴ 이상직의원 횡령 배임 혐의로 수사받았는데 아따 이새기 대가리속엔 우동사리만 들었노 ㅋㅋㅋㅋ|ㅇㅇ (2022.04.27 12:59:25): 졷도 모르면서 씨부리는거 안부끄러워? 대단해 대단!!!!|ㅇㅇ (2022.04.27 11:52:47): 진짜 지옥 불반도 시작이다|갈색달 (2022.04.27 12:16:15): 경찰이 경제사범 수사가능함 그런데 이제 검사만날일 없다고 사기꾼들이 동시다발적으로하면 인원 곱창나서 사기꾼들 꿀빠는거지 ㄹㅇㅋㅋ|ㅇㅇ (2022.04.27 17:09:15): 뭔 개씹소리노 검찰도 특별수사팀 해체하니깐  건들이지도 못하는 영역인데 경찰이 뭘 한다고? ㅋㅋㅋㅋ|돈담 (2022.04.28 01:15:20): 그냥 잡범이야 경찰이 잡지 ㅋㅋ 근데 라임 같은 걸 어떻게 경찰이 잡냐?  - dc App|518 (2022.04.27 12:41:30): 조선족새끼들 잡아다 회치고싶네",2022-04-27 10:32:53,https://gall.dcinside.com/mgallery/board/view/?id=kospi&no=2002362&exception_mode=recommend&search_pos=-2004423&s_type=search_subject_memo&s_keyword=%EC%BD%94%EC%8A%A4%EB%8B%A5&page=1
코스닥의 위엄,코스닥 상장 막히고 돈 바닥나자 결국 고육지책으로 나스닥 상장추진컄ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ캬컄ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ컄ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,ㅇㄷ (2022.04.21 19:29:00): 애국기업이네 코쟁이 돈뜯으러 가즈아~  - dc App|ㅇㅇ (2022.04.21 19:31:29): 바이오 투자한 개미들 전부 깡통찼는데ㅎ 제목 너무 역겹다|ㅇㅇ (2022.04.21 19:51:56): 쿠팡에 이어서 혐한유발하게 만드네|ㅇㅇ (2022.04.21 19:56:28): 양키들에게 매운맛좀 보여주자|ㅇㅇ (2022.04.21 21:39:16): ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 저렇게 아가리 털던 회사가 한둘이냐 ㅋㅋㅋ 결국 미국 기준 못맞춰서 상장 못하는 것들이 한가득이다ㅋㅋㅋㅋ|ㅀㄴ (2022.04.21 22:25:25): 병신 코스닥도 통과 못하는데 나스닥?? ㅋㅋㅋㅋㅋㅋㅋㅋㅋ|ㄹㄹㅇ (2022.04.22 07:06:50): 코스닥도 통과못한다 = 개잡주,2022-04-21 19:28:14,https://gall.dcinside.com/mgallery/board/view/?id=kospi&no=1989391&exception_mode=recommend&search_pos=-1984423&s_type=search_subject_memo&s_keyword=%EC%BD%94%EC%8A%A4%EB%8B%A5&page=1
주딱아 여기 대부분 코스닥잡주 얘기하던데 갤명바꿔야하는거아니냐,코스닥 갤러리로 바꾸면 안됨?코스피는 뭔가 씹틀딱 할배들 갤러리같자나;;;;,"252670 (2022.04.20 19:47:58): 코스닥갤러리 주딱 ㄷㄷㄷ  - dc App|ㅇㅇ (2022.04.20 19:44:02): 테마주갤러리로 바꿔야됨|ㅇㅇ (2022.04.20 20:01:08): ㅋㅋㅋ ㄹㅇ 그날마다다름 ㅋㅋ  - dc App|연금술사 (2022.04.20 19:45:16): 여기 국내주식, 해외주식, 선옵, 코인 다 취급하는데 컄ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ|ㅇㅇ (2022.04.20 19:45:57): 이갤 지분 80프로 이상이 코스닥 개잡주임 ㅅㄱ|ㅇㅇ (2022.04.20 19:47:59): 둘다 개잡주라 상관없음ㅋㅋㅋㅋㅋㅋ  - dc App|신입 (2022.04.20 19:48:32): 여고생갤러린데? 큐ㅠㅠㅠㅠㅠㅠㅠ|ㅇㄷ (2022.04.20 20:54:44): 어차피 코스피도 시총만 큰 개잡주자너 컄ㅋㅋㅋㅋㅋㅋㅋㅋ  - dc App|짐승친구들 (2022.04.20 23:35:14): 여고생갤러린데요큐ㅠㅠㅠㅠㅠㅠㅠ|ㅇㅇ (2022.04.20 23:35:20): 여기가 이재명갤러리지 ㅋㅋ쌍방울쌍방울 ㅋㅋ",2022-04-20 19:42:12,https://gall.dcinside.com/mgallery/board/view/?id=kospi&no=1987260&exception_mode=recommend&search_pos=-1984423&s_type=search_subject_memo&s_keyword=%EC%BD%94%EC%8A%A4%EB%8B%A5&page=1
신규 호구들 정신 교육 들어간다.,"1 이미지 순서 ON2 이미지 순서 ON3 이미지 순서 ON1. 2004년 코스닥 지수 재산정 :닷컴 버블로 코스닥 지수 300에서 30까지 십토막 나자 너무 없어 보인다며 기존 지수 곱하기 10 해서 뻥튀기 함.지금 보이는 지수는 2004년 이후 수정 된 지수이며 오늘자 코스닥 지수 928이 원래대로라면 92.8이 맞고이는 이 지수가 태어난 96년 시작 기준점(100) 이후 25년간 투자자들에게 돈을 벌어줘 본적이 없다는 뜻.4 이미지 순서 ON5 이미지 순서 ON2. 2011년 NH투자증권 HTS에 타인 거래내역 유출 사건 :당시 주갤에 NH투자증권 쓰던 놈이 영상 제보해서 알려진 사건이다.자기 HTS 화면에 다른 고객들 거래내역이 전부 실시간으로 떠버렸던것.증권사는 단순 프로그램 오류로 해명했지만 저게 가능하다는것은 마음만 먹으면 얼마든지기관용 HTS에선 모든 고객의 거래내역을 모니터링 할수도 있다는 것을 알게해준 사건.6 이미지 순서 ON3. 2018년 삼성증권 유령주식 발행 후 매도 사건 : 삼성증권 직원의 팻핑거 실수 때문에 벌어진 사건이지만 이 사건을 통해서상장주식수뿐만 아니라 정관상 주식 발행 한도를 아득히 초과하는 주식을 발행해서실제로 계좌에 입고하고, 시장에 내놓아 매도하는 유통까지 가능하다는걸 알게해준 사건.이게 공매도와 결합 되면 굳이 어렵게 대차해서 업틱룰 지켜가며 공매도 통계로 물량 노출 안시켜도얼마든지 네이키드 공매도 할수도 있고 아니면 최소한 선공매도후 주식 창조해서 대차 맞추면 그만이다.증거금도 요구 받지 않는 기관에 주어진 무한한 자유의 크기가 얼마나 큰지 실감하게 만든 사건임.사람들이 주식시장에 가진 가장 큰 오해중에 하나는 거래소가 공공기관인줄 안다는거다.거래소는 단지 여의도 증권사들을 대주주로 두고 있는 일반 민간 법인에 불과하다.7 이미지 순서 ON계좌에 빨간 숫자 좀 찍혔다고 허파에 바람 차서 방심 하지 마라상장주식수 보다 더 많은 주식을 찍어내서 매도하는 유령주식 사건?HTS에서 다른 투자자들의 거래내역을 다 모니터링 가능한 거래내역 유출 사건?코스피는 니가 상상 할수 있는 이상의 일도 얼마든지 일어난다그리고 여의도 카르텔은 매번 가재는 게 편식으로 모두 무마하고 잊을만 하면이쁘장한 여자애와 포마드 바른 뺀질한 놈들이 양복 입고 나와서버핏이 어쩌니 금융이 저쩌니 전문용어 난사하며 동학개미의 스승 행세하고비열한 도박, 투기, 사기판을 건전한 곳으로 분칠한 새 포장지를 덮어 씌운다.",ㅇㅇ (2022.04.14 18:52:00): 어메이징하네|ㅇㅇ (2022.04.14 19:13:14): 거래소 민간회사들이 주주들로 있기는 하는데 사실상 준 공공기관임 실제로 한국거래소가 공공기관 지정된적도 있고 연준의 주주들이 민간회사라고 민간법인이라고 말하는거랑 똑같은거 사실상 나라에게 간섭 존나 받아서 거래소 직원들은 공공기관 시절 한국거래소를 제일 흑역사라고 하더라|엔솔 (2022.04.14 19:27:18): 와.. 코스닥 ㄷㄷㄷ|ㅇㅇ (2022.04.14 19:27:52): 코스닥 장투하는건 자살행위 그 자체네 ㅋㅋㅋ|ㄴㄴ (2022.04.14 19:40:11): 어메이징 코리아|ㅇㄷ (2022.04.14 19:40:19): 좆스닥 = 씹스캠 속지마라 그리고 좆스닥에서 덩치커진 기업은 결국 좆스피로 이전한다 엔씨 카카오 셀트리온도 원래 코스닥 기업인거 알제? 컄ㅋㅋㅋㅋㅋ  - dc App|SMN (2022.04.14 19:49:55): 근데 왜 닥버스 안가냐|SMN (2022.04.14 19:49:58): 큐ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ|ㅇㅇ (2022.04.14 20:54:22): 걍 미국주식 하라는 거지? 쉽게 말해 국장 하면 안되는거라고|ㅇㅇ (2022.04.14 21:35:23): 반갑다 내가 농협사건 발견한 당사자 중2병희제다,2022-04-14 18:44:09,https://gall.dcinside.com/mgallery/board/view/?id=kospi&no=1976724&exception_mode=recommend&search_pos=-1974423&s_type=search_subject_memo&s_keyword=%EC%BD%94%EC%8A%A4%EB%8B%A5&page=1
오늘의 마켓뷰 20220405,"1. 시황종합주가지수는 2759, 대금 9.9조 2 이미지 순서 ON코스닥은 상승 추세 3 이미지 순서 ON오늘의 주도 섹터쌍용차 인수 - 유니버스.. 제지 - 대영포장, 무림SP, 무림페이퍼, 신풍제지이차전지 - 에코프로/에코프로비엠, 삼성SDI 발 소재주 (음극재) SKC, 일진머티리얼즈, 솔루스첨단소재대주전자재료(실리콘 음극재)게임/메타버스/NFT - 와이제이엠게임즈, 엔피, 엠게임, 데브시스터즈, 선데이토즈테슬라 - 아모그린텍, KEC리오프닝 주류, 의류 2. 해외/지표실업률이나 고용지표 자체는 개선되고, 인플레는 여전해서 긴축 속도는 빨라질 것, 다만 경제활동 참가를 하지 않는 - 직장으로 돌아오지 않는 - 비율과임금상승분 보다 물가상승이 상회하여 실제 구매력은 높아지지 않음나스닥 - 테슬라, 트위터 주식 매입 등 기술주 강세4 이미지 순서 ON러-우 전쟁의 민간인 살해로 러시아에 대한 재제가 강화될 예정,에너지 수입이 많은 독일도 비판적인 기조로 전환.WTI 104환율 1216  로봇 / 원전때 처럼 한두 섹터에 다 쏠리지 않게 된것 같음2차전지 메타버스/게임/NFT 인데 2차전지는 테슬라 가니까 따라가는 것 같고 메타버스는 대장이 좀 애매한듯 - 현재는 선익 엔피인데.",ㅇㅇ (2022.04.06 00:41:45): 깡통맨은 누구지|깡통맨2 (2022.04.06 00:58:43): 깡통찼으니까 깡통맨,2022-04-06 00:39:44,https://gall.dcinside.com/mgallery/board/view/?id=kospi&no=1958517&exception_mode=recommend&search_pos=-1954423&s_type=search_subject_memo&s_keyword=%EC%BD%94%EC%8A%A4%EB%8B%A5&page=1
오늘의 마켓뷰 20220331,"1. 시황KOSPI는 60선 도전중, 대금은 9.7조             코스닥2 이미지 순서 ON3 이미지 순서 ON4 이미지 순서 ON5 이미지 순서 ON오늘의 주도 섹터전쟁, 원자재관련 - 미래생명자원, 효성오앤비, 지에스이 2차전지(전고체) - 삼성SDI, 엘앤에프, 일진머티리얼즈, 한농화성테슬라 주식분할 (액면분할처럼 5개로 쪼갠다고) 및 2차전지 관련주는 조정을 이미 받은 상태그런데 2차전지도 종목이 많아서 섹터 전체가 붙는게 아니고 오늘은 외인기관빨로 오름 전선 - 대한전선, 대원전선, 가온전선구리값 인상은행보험 - 삼성화재, KB금융수소 - 효성첨단소재, 코오롱인더, 두산퓨얼셀, 한화솔루션유가상승 등으로 국내외 대체에너지 수요 및 윤석열 정책주5G - 에치에프알, 이루온, 알에프텍그 외의문의 코리아에프티 - 오세훈? 자율주행? 허위세계최초뉴스? 2. 해외 / 지표나스닥 14396, 전고 넘고 조정6 이미지 순서 ONWTI 104장단기 금리차는 곧 역전 예정.3. 차트오늘은 기다리는중인 차트들 아이비김영 - 시총 1587억, 일자리/교육(정책), 매출 794/78  유동 30%정도에 하락-횡보-올라옴 7 이미지 순서 ON엔피 - 12900 오면. 메타버스. 8 이미지 순서 ON이스타코 - 시총 860, 이재명 관련주였고, 부동산 임대관련이라 정책주 가능할지도 9 이미지 순서 ON코리아에프티 - 며칠더 보고 생각. 주봉상 하락에서 방향 바꾸는것 같긴 한데 아직 모르겠음10 이미지 순서 ON그 외 KCTC",빡밥2 (2022.04.01 00:15:06): 낼 원전 쏜다  - dc App,2022-04-01 00:02:46,https://gall.dcinside.com/mgallery/board/view/?id=kospi&no=1949479&exception_mode=recommend&search_pos=-1944423&s_type=search_subject_memo&s_keyword=%EC%BD%94%EC%8A%A4%EB%8B%A5&page=1
오늘의 마켓뷰 20220330,"1. 시황KOSPI는 며칠째 보합 2746 주봉까지는 횡보라 치는데 그이상은 아직. 대금은 11조KOSPI는 2790정도가 전고.2 이미지 순서 ON3 이미지 순서 ON코스닥은 전고를 넘어서 상승중. 4 이미지 순서 ON오늘의 주도섹터물류 - 한솔로지스틱스, KCTC오미크론 확산에 따른 중국의 봉쇄 정책으로 상하이가 부분 봉쇄를 시작했는데,전면 봉쇄될 경우 물류대란 예상. 상하이 물동량은 1위.다만 상하이컨테이너운임지수는 10주 째 하락세이고, HMM과 팬오션, 해운주는 아직 하락추세중. 흥아해운은 보성파워텍같이 뭐만 있으면 반응옴 엔터 - JYP, 하이브, 에스엠, 와이지엔터테인먼트 2. 해외 / 지표전쟁은 5차 평화협정에도 계속 진행 중원자재는 횡보-하락세장단기 금리차 12.61, 역전 예정.나스닥 14,563, 전고 돌파 5 이미지 순서 ONWTI 108환율 1208 3. 차트한솔로지스틱스 - 시총 1194억인데, 오늘 대금 1843억.6 이미지 순서 ONKCTC - 일, 주, 월봉 모두 이쁨 시총 1935억, 대금 877억. 7 이미지 순서 ON",ㅇㄷ (2022.03.31 02:05:02): 좆스닥 씹스캠만 오르네 컄ㅋㅋㅋㅋㅋㅋ  - dc App|깡통맨2 (2022.03.31 02:12:34): 아무거라도 올라주는게 감지덕지 ㅋ,2022-03-31 02:03:49,https://gall.dcinside.com/mgallery/board/view/?id=kospi&no=1947560&exception_mode=recommend&search_pos=-1944423&s_type=search_subject_memo&s_keyword=%EC%BD%94%EC%8A%A4%EB%8B%A5&page=1
오늘의 마켓뷰 20220326,"1. 시황지수는 보합 2730 0.01% 마감 2 이미지 순서 ON박스권 내 상승추세, 거래대금 10조 8천억3 이미지 순서 ON코스닥은 전고 914를 넘음. 대금도 많이 늘어남. 11조. 4 이미지 순서 ON오늘의 주도 섹터정치테마+정책주이재명&건설 - 동신건설, 삼부토건, 일성건설, 범양건영, 서희건설, 이스타코 유승민 - 삼일기업공사, SDN, 대신정보통신개별일동제약 - 코로나 경구 치료제 넥슨지티, 넷게임즈 - 넷게임즈 흡수합병알로이스 - 애플TV 드라마 파친코 KG이니시스 - 가상화폐 신사업 확대2. 해외 / 지수 전쟁 개전 후 1개월 경과함원자재, 개전, 금리인상 등 단기 악재에 대한 하락 후 기술적 반등 유지에너지 가격은 저점에서 반등, 곡물가격은 여전히 2월말 대비 30% 유지나스닥 14,1395 이미지 순서 ONWTI 113환율 1223비트코인 러시아가 석유/천연가스 대금을 비트코인으로 받을 가능성에 비트코인이 박스전고 44k 돌파직전. 6 이미지 순서 ON3. 차트CDBC  가상화폐 관련주는 아직 큰 반등은 없는데 갤럭시아머니트리나 비덴트는 추세를 바꾸려고 하는 중가능성이 있는쪽은 디지털화폐 관련주 한네트 - 시총 1197, 유동 54%, 매출 244/14 케이씨티랑 규모도 차트도 비슷함7 이미지 순서 ON케이씨티 - 시총 1362, 유동 42%, 매출205/98 이미지 순서 ON비덴트 - 시총 1조, 매출 107/-65 2월 전고도 넘었음 9 이미지 순서 ON제노코 - 항공우주 관련주. 최대 실적 전망다른 항공우주는 볼륨이 큰편인데 제노코는 시총 2000억대, 매출 456/43. 오늘대금 천억.10 이미지 순서 ON이스타코 - 일성, 동신, 범양 출발 해서.시총 821억 가볍고 적자도 아님. 유동 63%11 이미지 순서 ON",깡통맨2 (2022.03.26 00:48:11): 고맙습니다|깡통맨2 (2022.03.26 09:46:23): 위쪽 수렴중이니 하단에서 잡아서 돌파할때 팔면 좋아 보입니다|ㅇㅇ (2022.03.26 01:38:07): 이스타코 좋아보인다|깡통맨2 (2022.03.26 09:57:03): 턴어라운드 초입이라 조정 기다리는게 좋을거 같음 시간이 걸릴수도|빡밥2 (2022.03.27 01:05:03): 제노코 사야지  - dc App,2022-03-26 00:27:10,https://gall.dcinside.com/mgallery/board/view/?id=kospi&no=1937672&exception_mode=recommend&search_pos=-1934423&s_type=search_subject_memo&s_keyword=%EC%BD%94%EC%8A%A4%EB%8B%A5&page=1
올해도 감사보고서 제출 지연 속출···의견불일치 우려에,"코스피 상장사 중에는 화승코퍼레이션과 JW생명과학, JW홀딩스, 세공공업, 세우글로벌, 남성, 센트럴인사이트, 우신시스템, 한국전자홀딩스, 콤텍시스템, 일정실업, KR모터스 등이다.감사보고서 제출 지연 공시를 한 코스닥 상장사는 이보다 많다. 지니뮤직과 하이즈항공을 비롯해 동우팜투테이블, 엔피, 위지윅스튜디오, 테오젠, 바이오스마트, 국영지앤엠, 코리아에스이, 에이치앤비디자인, 아이원스, 포티스, 명성티엔에스, 엘아이에스, 메디앙스, 마이더스AI, 모베이스전자, 투비소프트, 제주반도체, 서원인텍, 국코퍼레이션, 모베이스, 에스엘바이오닉스, 코스나인, 에이치엔티, 포인트모바일, 에디슨EV, 글로벌텍스프리, 일신바이오, 오성첨단소재, 시스웍, 예림당, 피에스텍 등 32개사다.+ 방금 코스닥 피씨엘도 미제출",ㅇㅇ (2022.03.23 17:20:26): 다 아는 얼굴들이구만 ㅋㅋ|ㅇㅇ (2022.03.23 17:21:27): 마이더스 언제 뒤지나|ㅇㅇ (2022.03.23 17:21:52): 3월에 개잡주 건드는 놈들은손모가지 잘려도 할말없젴ㅋㅋㅋㅋ|ㅇㅇ (2022.03.23 17:23:39): 코스피 비케이탑스|ㅇㄷ (2022.03.23 17:31:08): 서원인텍 살려줘 컄ㅋㅋㅋㅋ  - dc App,2022-03-23 17:19:04,https://gall.dcinside.com/mgallery/board/view/?id=kospi&no=1931586&exception_mode=recommend&search_pos=-1934423&s_type=search_subject_memo&s_keyword=%EC%BD%94%EC%8A%A4%EB%8B%A5&page=1
